Order Date,Order Time,Order #,Menu Item,Menu Group,Qty,Net Price,Dining Option,Server
7/6/2026,11:41 AM,T-1272,"Lentil Soup",Starters,1,5.56,Takeout,Omar
7/6/2026,06:21 PM,T-1273,"Lentil Soup",Starters,1,5.48,Delivery,Omar
7/6/2026,05:42 PM,T-1274,"Lamb Wrap",Wraps,1,11.58,Delivery,Noor
7/6/2026,05:42 PM,T-1274,"Falafel Wrap",Wraps,1,9.32,Delivery,Noor
7/6/2026,05:42 PM,T-1274,"Side Rice",Sides,1,2.94,Delivery,Noor
7/6/2026,08:50 PM,T-1275,"Chicken Wrap",Wraps,1,10.66,Takeout,Omar
7/6/2026,07:45 PM,T-1276,"Lentil Soup",Starters,1,5.43,Dine In,Chris
7/6/2026,07:45 PM,T-1276,"Fattoush Salad",Salads,1,8.54,Dine In,Chris
7/6/2026,07:01 PM,T-1277,"Baklava",Desserts,1,4.45,Dine In,Layla
7/6/2026,07:01 PM,T-1277,"Baba Ganoush",Starters,2,13.00,Dine In,Layla
7/6/2026,09:57 PM,T-1278,"Mixed Grill",Plates,1,19.27,Takeout,Noor
7/6/2026,09:57 PM,T-1278,"Stuffed Grape Leaves",Starters,1,7.01,Takeout,Noor
7/6/2026,09:57 PM,T-1278,"Hummus",Starters,1,6.44,Takeout,Noor
7/6/2026,12:00 PM,T-1279,"Kids Nuggets",Kids,1,7.52,Dine In,Layla
7/6/2026,12:00 PM,T-1279,"Lamb Wrap",Wraps,1,11.37,Dine In,Layla
7/6/2026,03:57 PM,T-1280,"Falafel Wrap",Wraps,1,9.35,Delivery,Layla
7/6/2026,03:57 PM,T-1280,"Chicken Wrap",Wraps,1,10.58,Delivery,Layla
7/6/2026,12:10 PM,T-1281,"Baklava",Desserts,1,4.49,Dine In,Amina
7/7/2026,11:03 AM,T-1282,"Knafeh",Desserts,1,6.09,Takeout,Chris
7/7/2026,11:03 AM,T-1282,"Greek Salad",Salads,1,9.06,Takeout,Chris
7/7/2026,11:03 AM,T-1282,"Hummus",Starters,1,6.63,Takeout,Chris
7/7/2026,07:34 PM,T-1283,"Side Fries",Sides,1,3.52,Delivery,Noor
7/7/2026,12:31 PM,T-1284,"Fresh Lemonade",Drinks,1,3.45,Dine In,Noor
7/7/2026,12:31 PM,T-1284,"Side Rice",Sides,1,3.03,Dine In,Noor
7/7/2026,01:13 PM,T-1285,"Baklava",Desserts,1,4.44,Dine In,Chris
7/7/2026,01:13 PM,T-1285,"Baba Ganoush",Starters,1,6.52,Dine In,Chris
7/7/2026,01:13 PM,T-1285,"Falafel Wrap",Wraps,1,9.44,Dine In,Chris
7/7/2026,08:12 PM,T-1286,"Falafel Wrap",Wraps,1,9.60,Dine In,Noor
7/7/2026,08:12 PM,T-1286,"Fresh Lemonade",Drinks,1,3.50,Dine In,Noor
7/7/2026,08:12 PM,T-1286,"Fresh Lemonade",Drinks,1,3.52,Dine In,Noor
7/7/2026,02:04 PM,T-1287,"Side Fries",Sides,2,7.00,Takeout,Noor
7/7/2026,10:54 PM,T-1288,"Chicken Wrap",Wraps,2,21.12,Dine In,Amina
7/7/2026,10:54 PM,T-1288,"Baba Ganoush",Starters,2,13.06,Dine In,Amina
7/7/2026,10:54 PM,T-1288,"Baba Ganoush",Starters,1,6.48,Dine In,Amina
7/7/2026,07:38 PM,T-1289,"Falafel Wrap",Wraps,1,9.50,Dine In,Noor
7/7/2026,07:38 PM,T-1289,"Chicken Shawarma Plate",Plates,2,28.56,Dine In,Noor
7/7/2026,07:58 PM,T-1290,"Lamb Wrap",Wraps,1,11.39,Dine In,Noor
7/7/2026,07:58 PM,T-1290,"Chicken Shawarma Plate",Plates,1,14.65,Dine In,Noor
7/7/2026,07:37 PM,T-1291,"Hummus",Starters,2,12.77,Dine In,Omar
7/7/2026,07:37 PM,T-1291,"Falafel Wrap",Wraps,2,18.77,Dine In,Omar
7/7/2026,12:41 PM,T-1292,"Kids Nuggets",Kids,2,15.02,Delivery,Layla
7/7/2026,12:41 PM,T-1292,"Mixed Grill",Plates,1,19.26,Delivery,Layla
7/7/2026,12:55 PM,T-1293,"Chicken Shawarma Plate",Plates,1,14.22,Dine In,Amina
7/7/2026,12:55 PM,T-1293,"Falafel Wrap",Wraps,1,9.37,Dine In,Amina
7/7/2026,12:55 PM,T-1293,"Chicken Wrap",Wraps,1,10.37,Dine In,Amina
7/7/2026,12:13 PM,T-1294,"Falafel Wrap",Wraps,1,9.68,Takeout,Chris
7/7/2026,12:13 PM,T-1294,"Chicken Wrap",Wraps,1,10.60,Takeout,Chris
7/7/2026,12:13 PM,T-1294,"Falafel Wrap",Wraps,1,9.69,Takeout,Chris
7/7/2026,05:47 PM,T-1295,"Fresh Lemonade",Drinks,2,6.94,Delivery,Amina
7/7/2026,07:20 PM,T-1296,"Lentil Soup",Starters,1,5.50,Takeout,Chris
7/7/2026,07:07 PM,T-1297,"Turkish Coffee",Drinks,1,3.27,Delivery,Omar
7/7/2026,07:07 PM,T-1297,"Chicken Wrap",Wraps,1,10.35,Delivery,Omar
7/7/2026,07:07 PM,T-1297,"Side Fries",Sides,1,3.44,Delivery,Omar
7/7/2026,07:13 PM,T-1298,"Baklava",Desserts,2,9.03,Takeout,Amina
7/7/2026,07:13 PM,T-1298,"Kids Nuggets",Kids,1,7.47,Takeout,Amina
7/7/2026,07:25 PM,T-1299,"Chicken Shawarma Plate",Plates,1,14.69,Takeout,Noor
7/7/2026,07:25 PM,T-1299,"Fresh Lemonade",Drinks,1,3.52,Takeout,Noor
7/7/2026,04:30 PM,T-1300,"Falafel Wrap",Wraps,1,9.63,Dine In,Noor
7/7/2026,07:21 PM,T-1301,"Falafel Wrap",Wraps,1,9.62,Takeout,Amina
7/7/2026,07:21 PM,T-1301,"Chicken Shawarma Plate",Plates,1,14.50,Takeout,Amina
7/7/2026,12:48 PM,T-1302,"Beef Shawarma Plate",Plates,1,15.37,Takeout,Omar
7/7/2026,07:59 PM,T-1303,"Falafel Wrap",Wraps,2,19.37,Delivery,Omar
7/7/2026,07:59 PM,T-1303,"Baba Ganoush",Starters,1,6.45,Delivery,Omar
7/7/2026,12:41 PM,T-1304,"Hummus",Starters,1,6.42,Dine In,Chris
7/7/2026,12:57 PM,T-1305,"Side Rice",Sides,1,2.97,Delivery,Omar
7/7/2026,12:57 PM,T-1305,"Fresh Lemonade",Drinks,1,3.49,Delivery,Omar
7/7/2026,12:57 PM,T-1305,"Lamb Wrap",Wraps,1,11.53,Delivery,Omar
7/7/2026,05:23 PM,T-1306,"Fresh Lemonade",Drinks,2,7.11,Takeout,Layla
7/7/2026,05:23 PM,T-1306,"Chicken Wrap",Wraps,2,20.87,Takeout,Layla
7/7/2026,07:51 PM,T-1307,"Greek Salad",Salads,1,9.11,Takeout,Amina
7/7/2026,07:51 PM,T-1307,"Lentil Soup",Starters,1,5.58,Takeout,Amina
7/7/2026,12:41 PM,T-1308,"Beef Shawarma Plate",Plates,1,15.41,Dine In,Omar
7/7/2026,12:41 PM,T-1308,"Lamb Wrap",Wraps,2,22.77,Dine In,Omar
7/7/2026,12:41 PM,T-1308,"Mint Tea",Drinks,1,2.71,Dine In,Omar
7/7/2026,07:44 PM,T-1309,"Lamb Wrap",Wraps,1,11.43,Takeout,Omar
7/7/2026,07:44 PM,T-1309,"Chicken Shawarma Plate",Plates,1,14.56,Takeout,Omar
7/7/2026,10:01 PM,T-1310,"Lentil Soup",Starters,1,5.56,Delivery,Noor
7/7/2026,10:01 PM,T-1310,"Chicken Shawarma Plate",Plates,1,14.69,Delivery,Noor
7/7/2026,10:01 PM,T-1310,"Mixed Grill",Plates,1,18.87,Delivery,Noor
7/8/2026,10:47 AM,T-1311,"Chicken Wrap",Wraps,2,20.61,Dine In,Noor
7/8/2026,07:53 PM,T-1312,"Lentil Soup",Starters,1,5.56,Dine In,Omar
7/8/2026,07:53 PM,T-1312,"Fattoush Salad",Salads,1,8.35,Dine In,Omar
7/8/2026,07:53 PM,T-1312,"Chicken Shawarma Plate",Plates,1,14.21,Dine In,Omar
7/8/2026,08:35 PM,T-1313,"Side Fries",Sides,1,3.51,Takeout,Noor
7/8/2026,08:35 PM,T-1313,"Kids Nuggets",Kids,2,14.75,Takeout,Noor
7/8/2026,08:35 PM,T-1313,"Chicken Wrap",Wraps,1,10.62,Takeout,Noor
7/8/2026,12:29 PM,T-1314,"Falafel Wrap",Wraps,2,19.09,Takeout,Layla
7/8/2026,06:04 PM,T-1315,"Hummus",Starters,1,6.60,Delivery,Omar
7/8/2026,06:04 PM,T-1315,"Side Fries",Sides,1,3.53,Delivery,Omar
7/8/2026,06:04 PM,T-1315,"Mint Tea",Drinks,1,2.80,Delivery,Omar
7/8/2026,01:56 PM,T-1316,"Beef Shawarma Plate",Plates,1,15.23,Takeout,Noor
7/8/2026,01:56 PM,T-1316,"Side Rice",Sides,2,6.09,Takeout,Noor
7/8/2026,07:09 PM,T-1317,"Baklava",Desserts,2,9.15,Dine In,Chris
7/8/2026,07:09 PM,T-1317,"Side Fries",Sides,1,3.50,Dine In,Chris
7/8/2026,12:07 PM,T-1318,"Hummus",Starters,1,6.55,Takeout,Omar
7/8/2026,12:07 PM,T-1318,"Side Fries",Sides,2,7.10,Takeout,Omar
7/8/2026,12:45 PM,T-1319,"Falafel Wrap",Wraps,1,9.39,Dine In,Chris
7/8/2026,12:45 PM,T-1319,"Falafel Wrap",Wraps,2,18.78,Dine In,Chris
7/8/2026,12:45 PM,T-1319,"Fresh Lemonade",Drinks,1,3.46,Dine In,Chris
7/8/2026,09:20 PM,T-1320,"Hummus",Starters,1,6.41,Dine In,Layla
7/8/2026,12:08 PM,T-1321,"Chicken Shawarma Plate",Plates,1,14.68,Dine In,Amina
7/8/2026,12:08 PM,T-1321,"Fattoush Salad",Salads,2,17.24,Dine In,Amina
7/8/2026,12:08 PM,T-1321,"Baba Ganoush",Starters,1,6.43,Dine In,Amina
7/8/2026,06:17 PM,T-1322,"Fresh Lemonade",Drinks,1,3.46,Dine In,Layla
7/8/2026,06:17 PM,T-1322,"Hummus",Starters,1,6.58,Dine In,Layla
7/8/2026,11:53 PM,T-1323,"Chicken Wrap",Wraps,1,10.31,Takeout,Amina
7/8/2026,11:53 PM,T-1323,"Baba Ganoush",Starters,1,6.43,Takeout,Amina
7/8/2026,11:53 PM,T-1323,"Fattoush Salad",Salads,1,8.51,Takeout,Amina
7/8/2026,12:58 PM,T-1324,"Fresh Lemonade",Drinks,1,3.52,Takeout,Layla
7/8/2026,12:32 PM,T-1325,"Lamb Wrap",Wraps,1,11.28,Takeout,Chris
7/8/2026,12:26 PM,T-1326,"Greek Salad",Salads,1,9.05,Delivery,Amina
7/8/2026,12:26 PM,T-1326,"Lamb Wrap",Wraps,1,11.46,Delivery,Amina
7/8/2026,12:26 PM,T-1326,"Chicken Shawarma Plate",Plates,1,14.71,Delivery,Amina
7/8/2026,12:35 PM,T-1327,"Chicken Shawarma Plate",Plates,2,29.22,Dine In,Amina
7/8/2026,01:20 PM,T-1328,"Side Fries",Sides,1,3.57,Dine In,Noor
7/8/2026,07:43 PM,T-1329,"Chicken Wrap",Wraps,1,10.50,Takeout,Amina
7/8/2026,07:43 PM,T-1329,"Mixed Grill",Plates,1,18.96,Takeout,Amina
7/8/2026,03:33 PM,T-1330,"Mixed Grill",Plates,1,18.92,Takeout,Amina
7/8/2026,03:33 PM,T-1330,"Turkish Coffee",Drinks,1,3.20,Takeout,Amina
7/8/2026,03:33 PM,T-1330,"Greek Salad",Salads,2,17.68,Takeout,Amina
7/8/2026,11:50 AM,T-1331,"Beef Shawarma Plate",Plates,2,30.88,Takeout,Chris
7/8/2026,07:12 PM,T-1332,"Baklava",Desserts,2,8.96,Delivery,Omar
7/8/2026,07:12 PM,T-1332,"Fresh Lemonade",Drinks,1,3.53,Delivery,Omar
7/8/2026,07:12 PM,T-1332,"Fattoush Salad",Salads,1,8.60,Delivery,Omar
7/8/2026,12:09 PM,T-1333,"Mixed Grill",Plates,1,18.92,Takeout,Amina
7/8/2026,01:12 PM,T-1334,"Chicken Shawarma Plate",Plates,1,14.40,Takeout,Layla
7/8/2026,12:09 PM,T-1335,"Side Rice",Sides,1,3.04,Dine In,Omar
7/8/2026,12:09 PM,T-1335,"Kids Nuggets",Kids,1,7.49,Dine In,Omar
7/8/2026,12:09 PM,T-1335,"Falafel Wrap",Wraps,2,19.35,Dine In,Omar
7/8/2026,02:56 PM,T-1336,"Chicken Wrap",Wraps,2,21.15,Dine In,Amina
7/8/2026,02:56 PM,T-1336,"Chicken Shawarma Plate",Plates,1,14.61,Dine In,Amina
7/8/2026,02:56 PM,T-1336,"Side Fries",Sides,1,3.48,Dine In,Amina
7/8/2026,12:37 PM,T-1337,"Mint Tea",Drinks,1,2.78,Dine In,Noor
7/8/2026,12:37 PM,T-1337,"Mixed Grill",Plates,1,18.82,Dine In,Noor
7/8/2026,12:37 PM,T-1337,"Lamb Wrap",Wraps,1,11.62,Dine In,Noor
7/8/2026,07:25 PM,T-1338,"Chicken Shawarma Plate",Plates,1,14.75,Takeout,Layla
7/9/2026,12:21 PM,T-1339,"Lamb Wrap",Wraps,1,11.35,Delivery,Layla
7/9/2026,07:21 PM,T-1340,"Stuffed Grape Leaves",Starters,2,14.26,Takeout,Omar
7/9/2026,07:21 PM,T-1340,"Baba Ganoush",Starters,1,6.63,Takeout,Omar
7/9/2026,01:58 PM,T-1341,"Baklava",Desserts,1,4.54,Dine In,Layla
7/9/2026,01:58 PM,T-1341,"Falafel Wrap",Wraps,1,9.59,Dine In,Layla
7/9/2026,01:58 PM,T-1341,"Lamb Wrap",Wraps,2,22.96,Dine In,Layla
7/9/2026,05:32 PM,T-1342,"Side Fries",Sides,1,3.55,Dine In,Amina
7/9/2026,12:23 PM,T-1343,"Baba Ganoush",Starters,1,6.44,Delivery,Noor
7/9/2026,12:23 PM,T-1343,"Chicken Shawarma Plate",Plates,1,14.54,Delivery,Noor
7/9/2026,12:57 PM,T-1344,"Beef Shawarma Plate",Plates,1,15.74,Takeout,Amina
7/9/2026,07:45 PM,T-1345,"Mint Tea",Drinks,2,5.55,Delivery,Noor
7/9/2026,07:45 PM,T-1345,"Fresh Lemonade",Drinks,2,6.94,Delivery,Noor
7/9/2026,07:45 PM,T-1345,"Greek Salad",Salads,2,18.14,Delivery,Noor
7/9/2026,07:01 PM,T-1346,"Baba Ganoush",Starters,1,6.51,Delivery,Noor
7/9/2026,10:21 PM,T-1347,"Side Fries",Sides,2,7.01,Delivery,Chris
7/9/2026,10:21 PM,T-1347,"Side Fries",Sides,1,3.56,Delivery,Chris
7/9/2026,07:17 PM,T-1348,"Falafel Wrap",Wraps,1,9.52,Takeout,Amina
7/9/2026,07:17 PM,T-1348,"Turkish Coffee",Drinks,1,3.31,Takeout,Amina
7/9/2026,05:59 PM,T-1349,"Mixed Grill",Plates,1,18.99,Delivery,Amina
7/9/2026,11:47 AM,T-1350,"Falafel Wrap",Wraps,1,9.43,Dine In,Layla
7/9/2026,07:04 PM,T-1351,"Fattoush Salad",Salads,1,8.56,Delivery,Chris
7/9/2026,07:51 PM,T-1352,"Baklava",Desserts,1,4.49,Delivery,Amina
7/9/2026,07:51 PM,T-1352,"Mint Tea",Drinks,1,2.72,Delivery,Amina
7/9/2026,07:51 PM,T-1352,"Fattoush Salad",Salads,1,8.64,Delivery,Amina
7/9/2026,07:25 PM,T-1353,"Falafel Wrap",Wraps,1,9.31,Delivery,Omar
7/9/2026,07:25 PM,T-1353,"Falafel Wrap",Wraps,1,9.59,Delivery,Omar
7/9/2026,08:58 PM,T-1354,"Chicken Shawarma Plate",Plates,1,14.78,Takeout,Chris
7/9/2026,08:58 PM,T-1354,"Beef Shawarma Plate",Plates,1,15.73,Takeout,Chris
7/9/2026,08:04 PM,T-1355,"Falafel Wrap",Wraps,2,18.63,Dine In,Amina
7/9/2026,07:26 PM,T-1356,"Chicken Wrap",Wraps,1,10.45,Dine In,Noor
7/9/2026,07:26 PM,T-1356,"Mixed Grill",Plates,1,18.96,Dine In,Noor
7/9/2026,07:26 PM,T-1356,"Baba Ganoush",Starters,1,6.44,Dine In,Noor
7/9/2026,12:06 PM,T-1357,"Chicken Shawarma Plate",Plates,2,28.78,Dine In,Noor
7/9/2026,12:06 PM,T-1357,"Chicken Shawarma Plate",Plates,1,14.65,Dine In,Noor
7/9/2026,12:06 PM,T-1357,"Falafel Wrap",Wraps,2,19.23,Dine In,Noor
7/9/2026,09:02 PM,T-1358,"Fresh Lemonade",Drinks,1,3.53,Takeout,Chris
7/9/2026,08:32 PM,T-1359,"Falafel Wrap",Wraps,1,9.38,Dine In,Amina
7/9/2026,08:32 PM,T-1359,"Hummus",Starters,1,6.49,Dine In,Amina
7/9/2026,08:32 PM,T-1359,"Baba Ganoush",Starters,2,13.08,Dine In,Amina
7/9/2026,05:52 PM,T-1360,"Mint Tea",Drinks,1,2.77,Dine In,Omar
7/9/2026,05:52 PM,T-1360,"Falafel Wrap",Wraps,1,9.33,Dine In,Omar
7/9/2026,10:10 PM,T-1361,"Chicken Shawarma Plate",Plates,1,14.77,Takeout,Layla
7/9/2026,10:10 PM,T-1361,"Chicken Wrap",Wraps,1,10.44,Takeout,Layla
7/9/2026,10:10 PM,T-1361,"Chicken Wrap",Wraps,1,10.34,Takeout,Layla
7/9/2026,06:42 PM,T-1362,"Kids Nuggets",Kids,1,7.60,Takeout,Layla
7/9/2026,10:10 PM,T-1363,"Mixed Grill",Plates,1,18.82,Takeout,Amina
7/9/2026,10:10 PM,T-1363,"Greek Salad",Salads,1,8.96,Takeout,Amina
7/9/2026,10:10 PM,T-1363,"Falafel Wrap",Wraps,1,9.62,Takeout,Amina
7/9/2026,01:12 PM,T-1364,"Lamb Wrap",Wraps,1,11.54,Takeout,Chris
7/9/2026,01:12 PM,T-1364,"Side Rice",Sides,1,3.04,Takeout,Chris
7/9/2026,06:58 PM,T-1365,"Chicken Shawarma Plate",Plates,1,14.38,Delivery,Layla
7/9/2026,06:58 PM,T-1365,"Mint Tea",Drinks,1,2.80,Delivery,Layla
7/9/2026,06:58 PM,T-1365,"Mixed Grill",Plates,2,37.53,Delivery,Layla
7/9/2026,12:54 PM,T-1366,"Chicken Shawarma Plate",Plates,1,14.77,Dine In,Amina
7/9/2026,12:54 PM,T-1366,"Mint Tea",Drinks,1,2.79,Dine In,Amina
7/9/2026,12:54 PM,T-1366,"Chicken Wrap",Wraps,1,10.58,Dine In,Amina
7/9/2026,12:54 PM,T-1366,"Lentil Soup",Starters,1,5.60,Dine In,Amina
7/9/2026,12:04 PM,T-1367,"Side Fries",Sides,1,3.47,Dine In,Omar
7/9/2026,12:04 PM,T-1367,"Fresh Lemonade",Drinks,1,3.56,Dine In,Omar
7/9/2026,04:38 PM,T-1368,"Chicken Shawarma Plate",Plates,1,14.68,Delivery,Chris
7/9/2026,04:38 PM,T-1368,"Fattoush Salad",Salads,1,8.63,Delivery,Chris
7/9/2026,07:16 PM,T-1369,"Lamb Wrap",Wraps,1,11.43,Dine In,Layla
7/9/2026,07:16 PM,T-1369,"Falafel Wrap",Wraps,1,9.48,Dine In,Layla
7/9/2026,07:34 PM,T-1370,"Baba Ganoush",Starters,1,6.52,Dine In,Chris
7/9/2026,07:34 PM,T-1370,"Beef Shawarma Plate",Plates,1,15.49,Dine In,Chris
7/9/2026,07:34 PM,T-1370,"Baba Ganoush",Starters,1,6.50,Dine In,Chris
7/9/2026,07:34 PM,T-1370,"Hummus",Starters,2,13.00,Dine In,Chris
7/10/2026,11:52 AM,T-1371,"Mint Tea",Drinks,1,2.72,Takeout,Noor
7/10/2026,11:52 AM,T-1371,"Fresh Lemonade",Drinks,1,3.49,Takeout,Noor
7/10/2026,11:52 AM,T-1371,"Beef Shawarma Plate",Plates,1,15.20,Takeout,Noor
7/10/2026,12:50 PM,T-1372,"Fresh Lemonade",Drinks,1,3.43,Takeout,Chris
7/10/2026,12:50 PM,T-1372,"Lentil Soup",Starters,1,5.52,Takeout,Chris
7/10/2026,07:44 PM,T-1373,"Beef Shawarma Plate",Plates,1,15.81,Takeout,Noor
7/10/2026,07:23 PM,T-1374,"Turkish Coffee",Drinks,1,3.26,Dine In,Noor
7/10/2026,07:23 PM,T-1374,"Lamb Wrap",Wraps,1,11.67,Dine In,Noor
7/10/2026,06:54 PM,T-1375,"Baba Ganoush",Starters,1,6.46,Dine In,Chris
7/10/2026,07:33 PM,T-1376,"Fattoush Salad",Salads,1,8.50,Dine In,Noor
7/10/2026,12:06 PM,T-1377,"Greek Salad",Salads,2,17.70,Takeout,Amina
7/10/2026,12:06 PM,T-1377,"Fattoush Salad",Salads,1,8.67,Takeout,Amina
7/10/2026,12:06 PM,T-1377,"Fresh Lemonade",Drinks,1,3.51,Takeout,Amina
7/10/2026,10:26 AM,T-1378,"Fattoush Salad",Salads,1,8.43,Delivery,Omar
7/10/2026,10:26 AM,T-1378,"Fattoush Salad",Salads,1,8.62,Delivery,Omar
7/10/2026,12:11 PM,T-1379,"Fresh Lemonade",Drinks,2,6.98,Delivery,Layla
7/10/2026,12:11 PM,T-1379,"Mint Tea",Drinks,2,5.52,Delivery,Layla
7/10/2026,12:11 PM,T-1379,"Chicken Wrap",Wraps,1,10.34,Delivery,Layla
7/10/2026,07:19 PM,T-1380,"Hummus",Starters,1,6.54,Dine In,Chris
7/10/2026,07:14 PM,T-1381,"Lentil Soup",Starters,1,5.51,Dine In,Layla
7/10/2026,07:14 PM,T-1381,"Hummus",Starters,1,6.48,Dine In,Layla
7/10/2026,10:14 PM,T-1382,"Mixed Grill",Plates,1,18.88,Dine In,Layla
7/10/2026,08:38 PM,T-1383,"Falafel Wrap",Wraps,1,9.34,Dine In,Omar
7/10/2026,11:39 AM,T-1384,"Hummus",Starters,1,6.48,Dine In,Omar
7/10/2026,11:39 AM,T-1384,"Fresh Lemonade",Drinks,1,3.54,Dine In,Omar
7/10/2026,11:39 AM,T-1384,"Lamb Wrap",Wraps,1,11.62,Dine In,Omar
7/10/2026,07:32 PM,T-1385,"Falafel Wrap",Wraps,2,18.86,Dine In,Omar
7/10/2026,07:32 PM,T-1385,"Greek Salad",Salads,1,9.09,Dine In,Omar
7/10/2026,07:14 PM,T-1386,"Mint Tea",Drinks,1,2.78,Takeout,Noor
7/10/2026,07:14 PM,T-1386,"Side Fries",Sides,1,3.47,Takeout,Noor
7/10/2026,07:14 PM,T-1386,"Chicken Wrap",Wraps,1,10.51,Takeout,Noor
7/10/2026,07:14 PM,T-1386,"Chicken Shawarma Plate",Plates,1,14.35,Takeout,Noor
7/10/2026,01:07 PM,T-1387,"Fattoush Salad",Salads,1,8.61,Delivery,Layla
7/10/2026,01:07 PM,T-1387,"Fattoush Salad",Salads,2,17.00,Delivery,Layla
7/10/2026,12:33 PM,T-1388,"Chicken Shawarma Plate",Plates,1,14.78,Delivery,Noor
7/10/2026,12:33 PM,T-1388,"Beef Shawarma Plate",Plates,1,15.26,Delivery,Noor
7/10/2026,12:33 PM,T-1388,"Baklava",Desserts,1,4.52,Delivery,Noor
7/10/2026,12:38 PM,T-1389,"Turkish Coffee",Drinks,1,3.27,Dine In,Noor
7/10/2026,12:38 PM,T-1389,"Lentil Soup",Starters,1,5.40,Dine In,Noor
7/10/2026,12:38 PM,T-1389,"Chicken Shawarma Plate",Plates,1,14.53,Dine In,Noor
7/10/2026,12:06 PM,T-1390,"Kids Nuggets",Kids,2,14.78,Delivery,Layla
7/10/2026,12:06 PM,T-1390,"Side Rice",Sides,1,2.96,Delivery,Layla
7/10/2026,07:13 PM,T-1391,"Fresh Lemonade",Drinks,1,3.56,Takeout,Noor
7/10/2026,05:40 PM,T-1392,"Baba Ganoush",Starters,2,12.88,Delivery,Chris
7/10/2026,05:40 PM,T-1392,"Lentil Soup",Starters,1,5.53,Delivery,Chris
7/10/2026,05:40 PM,T-1392,"Baklava",Desserts,1,4.59,Delivery,Chris
7/10/2026,07:12 PM,T-1393,"Mint Tea",Drinks,2,5.58,Delivery,Chris
7/10/2026,07:12 PM,T-1393,"Mint Tea",Drinks,1,2.73,Delivery,Chris
7/10/2026,06:46 PM,T-1394,"Lentil Soup",Starters,1,5.47,Delivery,Omar
7/10/2026,06:46 PM,T-1394,"Mixed Grill",Plates,1,19.03,Delivery,Omar
7/10/2026,06:46 PM,T-1394,"Chicken Wrap",Wraps,1,10.66,Delivery,Omar
7/10/2026,12:23 PM,T-1395,"Chicken Wrap",Wraps,1,10.45,Takeout,Amina
7/10/2026,06:49 PM,T-1396,"Chicken Shawarma Plate",Plates,1,14.37,Takeout,Layla
7/10/2026,06:49 PM,T-1396,"Stuffed Grape Leaves",Starters,1,7.13,Takeout,Layla
7/10/2026,06:49 PM,T-1396,"Stuffed Grape Leaves",Starters,1,6.86,Takeout,Layla
7/10/2026,08:04 PM,T-1397,"Falafel Wrap",Wraps,2,18.76,Dine In,Chris
7/10/2026,08:04 PM,T-1397,"Fresh Lemonade",Drinks,1,3.56,Dine In,Chris
7/10/2026,08:04 PM,T-1397,"Baba Ganoush",Starters,1,6.42,Dine In,Chris
7/10/2026,12:21 PM,T-1398,"Chicken Shawarma Plate",Plates,1,14.61,Dine In,Chris
7/10/2026,12:21 PM,T-1398,"Beef Shawarma Plate",Plates,1,15.25,Dine In,Chris
7/10/2026,08:44 PM,T-1399,"Falafel Wrap",Wraps,1,9.38,Delivery,Layla
7/10/2026,08:44 PM,T-1399,"Side Fries",Sides,1,3.55,Delivery,Layla
7/10/2026,08:44 PM,T-1399,"Chicken Shawarma Plate",Plates,1,14.41,Delivery,Layla
7/10/2026,07:16 PM,T-1400,"Beef Shawarma Plate",Plates,1,15.26,Takeout,Chris
7/10/2026,11:44 AM,T-1401,"Mixed Grill",Plates,1,18.80,Dine In,Omar
7/10/2026,11:44 AM,T-1401,"Fresh Lemonade",Drinks,1,3.55,Dine In,Omar
7/10/2026,11:44 AM,T-1401,"Chicken Shawarma Plate",Plates,1,14.25,Dine In,Omar
7/10/2026,07:45 PM,T-1403,"Beef Shawarma Plate",Plates,1,15.47,Takeout,Chris
7/10/2026,07:45 PM,T-1403,"Fresh Lemonade",Drinks,1,3.47,Takeout,Chris
7/10/2026,05:49 PM,T-1404,"Chicken Shawarma Plate",Plates,2,28.49,Dine In,Omar
7/10/2026,05:49 PM,T-1404,"Hummus",Starters,1,6.47,Dine In,Omar
7/10/2026,05:49 PM,T-1404,"Hummus",Starters,2,13.11,Dine In,Omar
7/10/2026,09:56 PM,T-1405,"Baba Ganoush",Starters,1,6.45,Dine In,Chris
7/10/2026,06:23 PM,T-1406,"Chicken Wrap",Wraps,1,10.49,Dine In,Amina
7/10/2026,06:23 PM,T-1406,"Side Fries",Sides,1,3.57,Dine In,Amina
7/10/2026,06:23 PM,T-1406,"Baba Ganoush",Starters,1,6.58,Dine In,Amina
7/10/2026,10:51 AM,T-1407,"Mint Tea",Drinks,1,2.77,Takeout,Chris
7/10/2026,10:51 AM,T-1407,"Chicken Shawarma Plate",Plates,1,14.39,Takeout,Chris
7/10/2026,07:28 PM,T-1408,"Falafel Wrap",Wraps,1,9.62,Dine In,Layla
7/10/2026,07:28 PM,T-1408,"Lentil Soup",Starters,1,5.52,Dine In,Layla
7/10/2026,07:28 PM,T-1408,"Greek Salad",Salads,1,9.17,Dine In,Layla
7/10/2026,01:07 PM,T-1409,"Falafel Wrap",Wraps,1,9.49,Dine In,Chris
7/10/2026,01:07 PM,T-1409,"Lamb Wrap",Wraps,1,11.63,Dine In,Chris
7/10/2026,01:07 PM,T-1409,"Chicken Wrap",Wraps,2,20.87,Dine In,Chris
7/10/2026,07:08 PM,T-1410,"Mixed Grill",Plates,2,38.00,Takeout,Layla
7/10/2026,12:54 PM,T-1411,"Chicken Shawarma Plate",Plates,1,14.42,Dine In,Omar
